gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,61,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.62,4790.0,No
Male,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.11,1030.13,Yes
Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,270.12,Yes
Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,68.79,3124.54,No
Male,1,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.55,3752.01,Yes
Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.32,1547.78,No
Female,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.26,2416.63,No
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.31,3132.47,No
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.48,304.97,No
Female,0,Yes,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.86,1679.07,Yes
Male,0,Yes,No,24,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),58.19,1485.05,No
Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.89,1998.0,No
Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.12,1630.13,No
Male,0,No,No,65,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.95,4183.13,No
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),72.06,1032.12,No
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,499.93,No
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.69,179.02,Yes
Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.41,167.02,No
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.64,5766.21,No
Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,82.29,4456.95,Yes
Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.1,1704.07,Yes
Male,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.36,1411.33,No
Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.44,356.16,Yes
Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.27,1066.73,No
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,87.14,4039.85,No
Female,1,No,No,29,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.73,1975.84,No
Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.37,385.61,No
Female,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),82.17,3867.64,No
Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,258.26,Yes
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.57,2447.42,Yes
Female,0,Yes,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.49,2112.76,No
Male,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.88,1794.87,No
Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,54.08,1046.87,No
Female,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,85.98,5811.43,Yes
Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1198.6,Yes
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.09,3140.65,Yes
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.11,2004.48,Yes
Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,756.26,No
Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,387.8,No
Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.6,5259.15,Yes
Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,54.79,1380.5,No
Female,0,No,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.05,3577.95,No
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,87.59,500.93,No
Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),77.18,4129.38,No
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.99,2601.95,Yes
Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.43,4720.67,No
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.86,534.7,No
Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.82,435.29,Yes
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.22,407.31,No
Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,142.89,No
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),73.7,2097.62,Yes
Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.63,2742.71,No
Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,90.07,2448.62,Yes
Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,83.43,4581.13,No
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.19,275.82,Yes
Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.42,3065.81,No
Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.87,332.73,No
Male,0,No,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.99,2830.77,No
Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.96,300.98,No
Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.2,1460.46,Yes
Female,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.06,3590.65,No
Female,1,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),62.01,112.45,No
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,49.98,618.44,Yes
Female,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,60.44,4088.12,No
Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),88.0,4064.21,No
Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,59.21,3023.88,No
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.22,250.08,No
Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,59.75,704.86,No
Female,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),73.06,630.13,No
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.52,1754.95,No
Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.87,3857.26,Yes
Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),81.0,5655.36,No
Female,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,48.78,2074.48,No
Male,0,Yes,No,23,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.52,1361.5,Yes
Female,1,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,88.49,3952.38,No
Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.52,2136.98,Yes
Male,1,No,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.67,1907.69,Yes
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.37,1515.8,Yes
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.62,1777.5,No
Female,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.3,3693.09,No
Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.92,938.0,No
Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.65,1841.37,Yes
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.61,1745.32,No
Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.65,1648.43,Yes
Female,0,No,Yes,17,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,52.94,902.54,No
Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.6,1038.7,No
Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,91.03,3761.02,No
Female,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),70.3,3321.99,No
Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,87.86,2425.44,No
Male,1,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.44,1467.29,No
Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.08,18.0,Yes
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,50.38,2500.42,No
Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.73,1728.35,No
Male,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.66,3762.83,No
Female,1,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,84.88,5786.84,No
Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,85.23,5576.45,No
Male,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,70.84,2905.01,No
Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.13,856.14,Yes
Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.99,755.93,No
Female,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),81.08,2749.83,No
Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.29,962.16,No
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.63,2831.36,No
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.06,1341.69,No
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),56.14,234.85,No
Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.73,1806.97,No
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.22,559.53,No
Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.69,1816.05,Yes
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,69.14,1857.35,No
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),80.54,1451.54,No
Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.52,4660.91,No
Female,1,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.72,4305.92,No
Female,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,69.86,2067.88,Yes
Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,83.94,779.9,Yes
Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.07,3326.45,Yes
Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,63.31,3808.86,No
Male,0,No,Yes,63,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,56.4,3510.93,No
Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.81,1491.51,No
Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,78.43,3730.88,No
Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),74.8,4469.56,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.49,2307.82,Yes
Male,0,Yes,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.29,3918.95,No
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),76.81,4942.2,No
Male,0,No,Yes,30,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.19,1545.49,No
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.12,647.15,No
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.29,236.6,No
Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.69,1185.23,No
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,74.59,3987.24,No
Female,0,No,No,28,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.86,2163.22,Yes
Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.97,405.19,Yes
Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.62,3811.87,No
Male,1,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),88.63,5832.89,No
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.99,4034.56,No
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,71.85,4286.73,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.49,924.66,Yes
Female,0,Yes,No,45,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,75.63,3347.61,No
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.36,5396.14,Yes
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,475.61,No
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,81.31,267.59,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),71.61,3640.87,No
Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.99,502.52,Yes
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.52,2339.09,No
Female,1,Yes,No,59,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,54.06,3243.01,No
Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.81,5339.39,Yes
Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.45,1886.88,No
Male,1,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.58,5345.17,No
Male,0,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,61.13,680.46,No
Male,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.58,461.73,No
Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,1005.4,No
Female,1,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,49.79,781.17,No
Female,0,No,No,54,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,39.46,2129.44,No
Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.43,3839.92,Yes
Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.84,2988.55,Yes
Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.04,3432.35,No
Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,90.06,4417.44,No
Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1000.64,No
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.98,453.06,No
Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.72,1190.75,No
Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.65,456.74,Yes
Male,1,No,No,21,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,91.82,1885.46,No
Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.97,5334.21,Yes
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.57,833.62,Yes
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),66.96,1900.77,No
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),76.98,722.59,No
Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.11,1362.13,No
Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.98,1176.78,No
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.03,344.17,Yes
Male,1,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,93.93,5874.37,No
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,89.71,381.97,Yes
Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.69,3694.43,No
Male,1,No,No,55,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.31,3692.15,No
Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,100.95,2891.21,Yes
Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.82,1226.6,No
Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.81,731.75,No
Female,1,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),75.71,165.33,Yes
Male,0,No,No,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.34,4495.42,No
Male,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.62,1606.01,No
Female,0,No,Yes,69,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,60.85,4171.39,No
Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.9,1793.69,No
Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.57,1186.33,Yes
Male,0,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,91.91,4214.01,Yes
Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.07,341.09,Yes
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.18,564.54,Yes
Female,0,No,No,40,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.27,3267.96,Yes
Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),59.75,4304.9,No
Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),76.8,2301.24,No
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.73,1930.22,No
Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,57.53,3299.11,No
Female,0,No,No,48,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.05,3701.06,Yes
Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.29,4822.46,Yes
Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.92,203.44,No
Female,0,No,Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,75.59,1084.11,No
Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.32,515.6,No
Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),96.12,3020.26,No
